Name,Type,Compatibility,OAI-PMH,website
"Jurnal Siasat Bisnis",Journal,collected from a compatible aggregator,,http://journal.uii.ac.id/index.php/JSB
"Proceedings of the Estonian Academy of Sciences",Journal,collected from a compatible aggregator,,http://www.eap.ee/proceedings
"JIMD Reports",Journal,collected from a compatible aggregator,,https://onlinelibrary.wiley.com/journal/21928312
"CONHISREMI",Journal,collected from a compatible aggregator,,http://conhisremi.iuttol.edu.ve
"Nephrology @ Point of Care",Journal,collected from a compatible aggregator,,http://journals.sagepub.com/home/NPC
"Advances in Preventive Medicine",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/apm/
"Chinese Neurosurgical Journal",Journal,collected from a compatible aggregator,,http://www.cnjournal.org/
"The Journal of Qazvin University of Medical Sciences",Journal,collected from a compatible aggregator,,http://journal.qums.ac.ir
"Iraqi Journal of Public Health",Journal,collected from a compatible aggregator,,http://www.jocms.org/index.php/ijph
"Jurnal Pendidikan Islam",Journal,collected from a compatible aggregator,,http://jurnaljpi.com/index.php/JPI/index
"Gastroenterology Review",Journal,collected from a compatible aggregator,,http://www.termedia.pl/Journal/Przeglad_Gastroenterologiczny-41/Info
"Journal of Mashhad Dental School",Journal,collected from a compatible aggregator,,http://jmds.mums.ac.ir/
"Annals of Philosophy, Social and Human Disciplines",Journal,collected from a compatible aggregator,,http://www.fig.usv.ro/socio-umane/index.html
"European Journal of Cardiovascular Medicine",Journal,collected from a compatible aggregator,,http://www.healthcare-bulletin.com/journals/cardiovascular-medicine/the-european-journal-of-cardiovascular-medicine/
"Animal Nutrition",Journal,collected from a compatible aggregator,,http://www.keaipublishing.com/en/journals/animal-nutrition/
"International Journal of Caring Sciences",Journal,collected from a compatible aggregator,,http://www.internationaljournalofcaringsciences.org/
"Fauna Norvegica",Journal,collected from a compatible aggregator,,http://www.ntnu.no/ojs/index.php/fauna_norvegica
"Jurnal Kesehatan Lingkungan",Journal,collected from a compatible aggregator,,https://e-journal.unair.ac.id/JKL
"Intersaberes",Journal,collected from a compatible aggregator,,https://www.uninter.com/intersaberes/index.php/revista
"Enl@ce",Journal,collected from a compatible aggregator,,http://www.produccioncientifica.luz.edu.ve/index.php/enlace
"Materials Research Letters",Journal,collected from a compatible aggregator,,https://www.tandfonline.com/toc/tmrl20/current
"British Art Studies",Journal,collected from a compatible aggregator,,http://www.britishartstudies.ac.uk
"Berkala Kedokteran",Journal,collected from a compatible aggregator,,https://ppjp.ulm.ac.id/journal/index.php/jbk
"Pediatric Hematology Oncology Journal",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/pediatric-hematology-oncology-journal/
"Asian Journal of Shipping and Logistics",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/the-asian-journal-of-shipping-and-logistics/
"International Journal of Social Pedagogy",Journal,collected from a compatible aggregator,,https://www.uclpress.co.uk/pages/international-journal-of-social-pedagogy
"Revista Histedbr On-line",Journal,collected from a compatible aggregator,,https://periodicos.sbu.unicamp.br/ojs/index.php/histedbr
"Publicación Electrónica de la Asociación Paleontológica Argentina",Journal,collected from a compatible aggregator,,http://www.peapaleontologica.org.ar/index.php/peapa
"Aging Medicine",Journal,collected from a compatible aggregator,,https://onlinelibrary.wiley.com/journal/24750360
"Computational Intelligence and Neuroscience",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/cin/
"Frontiers in Neurorobotics",Journal,collected from a compatible aggregator,,http://www.frontiersin.org/neurorobotics
"Concepts in Magnetic Resonance: Part A, Bridging Education and Research",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/cmra/
"Revista Eletrônica Casa de Makunaima",Journal,collected from a compatible aggregator,,https://periodicos.uerr.edu.br/index.php/casa_de_makunaima
"Postępy Mikrobiologii",Journal,collected from a compatible aggregator,,https://www.exeley.com/journal/advancements_of_microbiology
"Teknika: Engineering and Sains Journal",Journal,collected from a compatible aggregator,,http://e-journal.umaha.ac.id/index.php/teknika
"Levantine Review",Journal,collected from a compatible aggregator,,http://ejournals.bc.edu/ojs/index.php/levantine/index
"Nepalese Medical Journal",Journal,collected from a compatible aggregator,,http://www.nepjol.info/index.php/nmj
"Revista Argentina de Dermatología",Journal,collected from a compatible aggregator,,http://www.scielo.org.ar/scielo.php?script=sci_serial&amp;pid=1851-300X&amp;lng=es&amp;nrm=iso
"پژوهش حسابداری",Journal,collected from a compatible aggregator,,http://ijar.alzahra.ac.ir/
"Journal of Soft Computing and Applications",Journal,collected from a compatible aggregator,,http://www.ispacs.com/jsca/
"Environmental Microbiome",Journal,collected from a compatible aggregator,,https://environmentalmicrobiome.biomedcentral.com/
"Studi Veronesi",Journal,collected from a compatible aggregator,,http://www.veronastoria.it/ojs/index.php/StVer/
"Via Atlântica",Journal,collected from a compatible aggregator,,http://www.revistas.usp.br/viaatlantica
"In die Skriflig",Journal,collected from a compatible aggregator,,http://www.indieskriflig.org.za
"Revista Chapingo: Serie Ciencias Forestales y del Ambiente",Journal,collected from a compatible aggregator,,https://chapingo.mx/revistas/forestales/
"Annali di Botanica",Journal,collected from a compatible aggregator,,http://annalidibotanica.uniroma1.it
"Nonlinear Engineering",Journal,collected from a compatible aggregator,,https://www.degruyter.com/view/j/nleng
"Studii Juridice Universitare",Journal,collected from a compatible aggregator,,https://www.ulim.md/sju
"Veritas et Justitia",Journal,collected from a compatible aggregator,,http://journal.unpar.ac.id/index.php/veritas
"Industrija",Journal,collected from a compatible aggregator,,http://scindeks.ceon.rs/journalDetails.aspx?issn=0350-0373&amp;lang=en
"Revista Ciencias Técnicas Agropecuarias",Journal,collected from a compatible aggregator,,http://revistas.unah.edu.cu/index.php/rcta/index
"Journal of Orthopaedics, Trauma and Rehabilitation",Journal,collected from a compatible aggregator,,https://journals.sagepub.com/home/otr
"Ikastorratza.e-Revista de Didáctica",Journal,collected from a compatible aggregator,,http://www.ehu.es/ikastorratza/
"Jorjani Biomedicine Journal",Journal,collected from a compatible aggregator,,http://jorjanijournal.goums.ac.ir/index.php?slc_lang=en&amp;sid=1
"Società e diritti",Journal,collected from a compatible aggregator,,http://riviste.unimi.it/index.php/SED
"Sinais",Journal,collected from a compatible aggregator,,http://periodicos.ufes.br/sinais/
"Muhandisī-i manābi̒-i ma̒danī",Journal,collected from a compatible aggregator,,http://jmre.journals.ikiu.ac.ir/
"Salud Colectiva",Journal,collected from a compatible aggregator,,http://revistas.unla.edu.ar/saludcolectiva
"Ulcers",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/ulcers/
"مجلة الدراسات الاجتماعية",Journal,collected from a compatible aggregator,,https://ust.edu/ojs/index.php/JSS
"Psicologia e Saúde em Debate",Journal,collected from a compatible aggregator,,http://psicodebate.dpgpsifpm.com.br
"Revista de Nefrología, Diálisis y Trasplante",Journal,collected from a compatible aggregator,,http://www.revistarenal.org.ar/
"Revista de Economia Contemporânea",Journal,collected from a compatible aggregator,,http://www.scielo.br/scielo.php?script=sci_serial&amp;pid=1415-9848&amp;lng=en&amp;nrm=iso
"Earthquake Science",Journal,collected from a compatible aggregator,,http://www.springer.com/11589
"Investigações em Ensino de Ciências",Journal,collected from a compatible aggregator,,http://www.if.ufrgs.br/ienci
"Reading &amp; Writing",Journal,collected from a compatible aggregator,,http://www.rw.org.za
"Revista Gestão &amp; Saúde",Journal,collected from a compatible aggregator,,http://periodicos.unb.br/index.php/rgs/index
"Jurnal Promosi Program Studi Pendidikan Ekonomi",Journal,collected from a compatible aggregator,,http://fkip.ummetro.ac.id/journal/index.php/ekonomi
"روانشناسی و روانپزشکی شناخت",Journal,collected from a compatible aggregator,,http://shenakht.muk.ac.ir/
"Musica / Tecnologia",Journal,collected from a compatible aggregator,,http://www.fupress.net/index.php/mt
"Gremium",Journal,collected from a compatible aggregator,,http://editorialrestauro.com.mx/gremium/index.php/gremium
"Vakanüvis Uluslararası Tarih Araştırmaları Dergisi",Journal,collected from a compatible aggregator,,https://dergipark.org.tr/tr/pub/vakanuvis
"International Journal of General Medicine",Journal,collected from a compatible aggregator,,http://www.dovepress.com/international-journal-of-general-medicine-journal
"Gynecologic Oncology Research and Practice",Journal,collected from a compatible aggregator,,http://www.gynoncrp.com/
"Educación y Sociedad",Journal,collected from a compatible aggregator,,http://revistas.unica.cu/index.php/edusoc
"Marketing and Branding Research",Journal,collected from a compatible aggregator,,http://www.aimijournal.com/Jg/0/1704ad10-61e6-4606-b8d2-c2fc386f3867
"Journal of Advances in Modeling Earth Systems",Journal,collected from a compatible aggregator,,http://agupubs.onlinelibrary.wiley.com/hub/journal/10.1002/(ISSN)1942-2466/
"São Paulo Medical Journal",Journal,collected from a compatible aggregator,,http://www.scielo.br/spmj
"Andharupa",Journal,collected from a compatible aggregator,,http://publikasi.dinus.ac.id/index.php/andharupa
"Pediatric Investigation",Journal,collected from a compatible aggregator,,https://onlinelibrary.wiley.com/journal/25742272
"International Scholarly Research Notices",Journal,collected from a compatible aggregator,,http://www.hindawi.com/journals/isrn/
"Journal of the Renin-Angiotensin-Aldosterone System",Journal,collected from a compatible aggregator,,https://journals.sagepub.com/home/jra
"Studia Commercialia Bratislavensia",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/stcb
"ISRN Computational Mathematics",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/isrn.computational.mathematics/
"Toxicology Research and Application",Journal,collected from a compatible aggregator,,http://journals.sagepub.com/home/tor
"Engagement: Jurnal Pengabdian Kepada Masyarakat",Journal,collected from a compatible aggregator,,http://engagement.fkdp.or.id/index.php/engagement
"Earth's Future",Journal,collected from a compatible aggregator,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2328-4277
"Neurosignals",Journal,collected from a compatible aggregator,,http://www.karger.com/nsg
"IETI Transactions on Business and Management Sciences",Journal,collected from a compatible aggregator,,http://www.ieti.net/BMS
"Studii de Biblioteconomie şi Ştiinţa Informării",Journal,collected from a compatible aggregator,,http://www.lisr.ro
"Acta Stomatologica Croatica",Journal,collected from a compatible aggregator,,http://hrcak.srce.hr/index.php?show=casopis&amp;id_casopis=6
"Intisari Sains Medis",Journal,collected from a compatible aggregator,,http://isainsmedis.id/ojs/index.php/ISM/index
"Open Access Journal of Clinical Trials",Journal,collected from a compatible aggregator,,http://www.dovepress.com/open-access-journal-of-clinical-trials-journal
"Cogent Arts &amp; Humanities",Journal,collected from a compatible aggregator,,http://cogentoa.tandfonline.com/journal/oaah20
"Revista Română de Biblioteconomie și Știința Informării",Journal,collected from a compatible aggregator,,http://www.rrbsi.ro
"Novelty in Biomedicine",Journal,collected from a compatible aggregator,,http://journals.sbmu.ac.ir/nbm
"ASN Neuro",Journal,collected from a compatible aggregator,,https://journals.sagepub.com/home/asn
"Mimbar Sekolah Dasar",Journal,collected from a compatible aggregator,,http://ejournal.upi.edu/index.php/mimbar
"Open Rivers",Journal,collected from a compatible aggregator,,http://editions.lib.umn.edu/openrivers/
"Journal of Polymers",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/jpol/
